	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9
18112|GDPGP1	1.35769	0.969925	0	1.91662	1.57768	1.50707	1.84123	0.384995	1.57109	1.54696	1.57089	2.01415	1.40447	0	2.08842	1.31183	1.4084	1.86641	0.982325	1.78337	1.68881	1.27715
1163|MEP1A	7.3795	2.08585	136.472	0.537053	2.04993	0.205539	1.49934	1.08745	46.495	1.22394	0.0374443	11.0491	3.05678	79.0565	0.620709	3.00509	0.330804	1.52896	0.910256	56.351	0.934608	0.100674
10494|C2CD4D	2.55181	0.686518	0	1.725	1.08009	1.05448	0.326284	0.0790644	0.0740002	0.151246	0.0690518	2.02379	0.953167	0	1.2246	0.706587	1.13974	0.345712	0.260987	0.399586	0.749002	0.0620065
13743|RFPL4B	0	0.071307	0	0.0864968	0.469138	0.341777	1.28281	0.083686	2.27305	0.413207	0.536884	0.103849	0	46.1048	0.242849	0.945891	0.171889	1.70772	0.0944649	1.75106	0.245061	0.666809
740|CLEC2D	57.1797	245.668	243.513	10.4035	33.4137	28.868	40.9228	19.671	70.7023	951.53	79.3663	30.7773	154.596	163.815	6.16949	27.5116	23.563	26.8497	12.6713	47.3099	643.25	65.5076
9523|GTF3A	7.79365	8.37218	2.35299	7.41122	12.951	11.1711	3.71919	5.36801	7.07815	10.978	20.2825	10.1247	11.6933	0	6.98053	13.885	12.5613	4.11611	5.98231	7.24717	12.4681	20.2201
2592|AIM1	4.1069	5.02165	0	0.305163	9.14709	23.1805	4.35528	9.65921	17.9592	26.6494	10.538	3.34175	5.11061	0	0.418818	8.24101	20.6702	2.82316	8.78764	14.7221	21.5858	10.6206
11021|TRANK1	4.40623	6.78627	89.4097	19.7353	5.77148	2.53104	10.3279	9.38711	11.1014	39.6301	11.1083	8.20233	10.0446	20.7846	19.9809	6.35119	3.012	9.64106	9.03346	10.8372	40.8526	12.5465
20281|PCDHGC3	150.326	60.5058	0	262.454	26.5999	34.0857	120.797	31.1084	44.2095	0.258389	6.04871	166.34	63.9392	7.26531	328.99	43.6153	52.7328	153.755	31.7197	70.9143	0.538054	9.68118
8007|WNT3A	0.160991	0.0652723	38.3678	0.170158	0.288863	1.41288	1.10919	2.18059	0.492255	0.369579	0	0.58221	0.138733	119.626	0.0784622	1.03624	1.99282	2.10895	3.4953	0.692878	0.729747	0.124637
19621|OR10J4	0	0.0791623	17.6869	0	0.0906167	0.294059	0.249903	0	0.0439088	0.0456368	0.0450359	0	0	3.18958	0.0994934	0	0	0	0	0	0.137198	0
1834|COL1A2	171.466	81.71	0	2.6636	63.2262	133.702	107.429	30.5919	209.374	0	0.715866	234.446	117.259	0	3.1468	91.624	168.959	125.404	35.8037	241.172	0	1.03239
5106|LAMA3	56.3311	31.4001	0	15.2984	14.7976	177.567	49.2238	55.2928	108.161	3.28285	4.14454	68.5785	34.5679	0	15.3251	18.4619	203.75	58.2085	65.7542	130.017	2.42169	4.55384
12971|PIH1D1	20.44	18.1355	0	13.7381	21.2475	20.3096	10.7718	6.16724	9.21496	6.67371	38.432	25.589	24.0091	0	14.1914	24.8115	24.747	13.7533	6.41135	9.56573	7.56151	39.1366
13944|NOC3L	3.21755	3.56068	0	6.39622	17.4604	11.162	2.61565	4.57718	11.5179	8.05098	23.6905	5.02509	5.16747	0	5.68768	21.0239	13.418	3.02158	4.27389	12.0875	8.09611	26.3534
17255|PLCXD2	0.547536	0.388611	0	4.62978	0.799001	1.96314	2.03975	0.419981	0.654594	1.64448	0.185616	0.725903	0.522265	0	4.39407	0.976352	2.85188	2.09699	0.727996	1.03252	1.71163	0.310633
16870|TCTEX1D1	6.41372	2.97654	0	8.0897	0.610363	0.172438	1.51866	10.5841	0.376508	0.539913	10.5532	3.95247	2.14823	0	3.42841	0.570927	0	1.28828	8.67364	0.16591	0.527781	9.5596
2094|NR3C1	30.2132	30.6488	256.868	155.88	135.978	116.592	66.5001	106.344	150.761	258.752	146.32	55.3832	52.6997	294.608	168.52	181.102	132.216	70.28	112.262	158.146	252.941	170.24
7261|SORBS3	70.3029	79.978	0	61.5734	32.9463	41.4648	147.44	82.7651	101.305	17.7361	28.5894	112.952	113.708	0	75.4187	57.9773	81.2773	200.195	96.7009	147.532	19.3259	41.7727
11292|C6orf10	0.0771319	1.16762	0	0	0.0715719	0	12.0585	0	34.7206	0	0	0	0.330593	0	0.0755919	0	0	15.1412	0	41.8422	0	0
5213|LRFN5	40.1526	13.8311	82.6088	214.05	7.57399	2.91273	52.7474	2.93569	42.6095	1.52979	0.491237	37.1333	12.3113	148.905	185.12	6.44221	2.77916	44.8407	4.19833	41.1918	1.14931	0.332827
13214|P2RY12	16.6449	3.97477	0	22.0131	0.840465	0.0626305	10.8975	0.539479	2.75941	5.14498	0	10.6144	2.77451	0	15.5198	0.194089	0.0646413	6.39469	0.558614	2.15468	3.99681	0.0529468
10845|MAPK8IP1	13.6164	1.14101	7.62248	35.2665	2.29704	2.51654	17.5416	0.659243	5.71797	0.215875	0.271994	28.5713	2.14119	3.85817	54.721	3.1168	3.607	27.7955	1.30236	9.26925	0.304496	0.371261
4461|COLGALT1	42.7073	64.6506	0	26.6032	120.052	102.802	51.2882	25.2578	51.2883	53.0476	119.306	60.0436	93.8482	26.6873	30.1426	134.572	113.837	61.6959	30.1531	60.2894	56.8641	141.012
8623|IL22	0.291003	0.394946	358.624	0.129011	1.13039	0.275968	0.683725	0.437926	0.24885	128.383	0.323966	0.582603	0.51746	219.342	0.600981	2.82263	0.237734	0.337038	0.287599	0.629728	147.631	0.128676
7379|STAG3	0.314046	0.53683	0	0.180761	1.93896	0.194084	16.6014	0.0488631	13.3512	0.133022	0.400501	0.427132	1.03944	0	0.348882	2.3583	0.357078	21.7409	0.162417	16.6495	0.215663	0.570424
10406|ZNF202	3.51279	2.62972	115.973	4.09669	6.58587	6.96523	5.17639	1.3361	4.46257	3.64458	6.81294	6.23278	4.74703	0.803754	4.36323	9.66465	8.78241	6.93764	1.94188	6.25829	4.95405	8.47069
5266|LYAR	3.30634	3.85668	14.2391	4.04192	21.1948	17.0898	12.7439	2.91549	28.4522	12.6192	41.5658	9.09565	11.7512	28.9181	4.96077	30.3631	24.2938	17.3696	4.63545	40.8043	17.786	56.6541
281|MMP2	66.2152	18.5585	0	1.6784	161.494	37.0816	83.7541	38.1395	195.025	0.129843	8.50298	221.786	69.8646	0	2.88855	355.65	71.9376	177.589	83.2481	389.122	0.0437177	14.6584
16112|OR6B1	0	0.020867	0.765383	0	0.174891	0	0.393961	0.020302	0.642749	0.0776555	0	0.0317803	0.0109432	20.4532	0	0.087782	0.0246632	0.488165	0.0516639	0.676548	0.02245	0
13310|PDE1C	26.7558	5.21429	0	91.3843	24.4407	32.3063	36.7492	5.42376	16.9627	1.28066	0.661291	22.5017	4.01123	0	70.9857	26.5296	31.4515	32.7219	5.12097	14.7327	0.919004	0.323309
14540|B9D2	1.5027	0.879083	0	1.25691	1.59089	1.10712	2.7543	0.549017	2.94684	2.08392	2.03602	2.72331	1.82331	0	2.0123	1.99816	1.77164	2.68921	0.800718	2.58178	2.72638	2.7933
824|EBI3	4.74578	37.6631	0.824565	6.99935	6.75042	1.51306	4.172	242.226	2.92634	99.6773	18.4323	6.59453	44.7469	0	7.34788	7.17895	1.98269	5.08714	312.538	4.20119	126.371	21.8201
18064|OR52E6	0.0413584	0.0318538	29.974	0.0139403	0.368343	1.15844	0.400949	0.0619079	0.362555	0.067782	0	0.0161962	0.0111467	20.9401	0.0134291	0.396049	0.778	0.442189	0.031559	0.624294	0.125805	0.0315468
100090|EIF3J	31.4448	33.5708	0	15.8535	25.922	28.3898	11.4199	8.53896	11.988	11.041	27.4136	19.5633	23.6092	0	10.0264	19.8629	18.9686	5.96353	6.52467	8.71097	8.68842	20.5862
14213|SPAG1	4.45793	3.71524	0	15.8893	7.48751	24.7153	10.451	2.73684	19.5743	4.91868	5.00628	4.42983	3.34562	0	13.5019	6.77606	24.2664	10.2668	3.7074	16.7246	5.19237	4.38507
11788|GZMB	4.83096	32.4582	0	1.07052	0.0568504	0	10.9866	4.78436	6.36157	2236.81	0.679352	6.06712	38.881	0	3.51097	0.123224	0	16.4012	6.72928	8.51637	2534.09	0.451055
12807|CRLS1	27.3335	16.9906	0	10.1394	25.7941	20.7154	12.8932	20.619	18.4386	13.1987	27.9589	19.8078	14.5519	0	7.37361	20.9112	16.3728	10.7996	17.2787	15.7284	9.50391	25.0921
2878|B4GALNT1	14.4389	1.5866	0	54.021	15.2934	11.047	10.3946	0.066711	1.31932	0.0719537	2.8382	19.5251	2.98416	0	66.8739	18.5145	16.1583	15.0821	0.218515	2.84751	0.214049	3.68239
19273|KCNT1	4.27615	1.69119	0	46.6466	0.121166	0.0258687	7.75103	0.0808897	0.645426	0	0.0242541	4.10957	1.55011	15.0823	42.6401	0.208075	0.179959	8.31166	0.123158	0.69063	0.323091	0
466|TFDP2	127.531	145.651	291.986	83.718	151.993	132.191	208.79	52.1566	196.242	32.2007	310.301	112.508	123.06	147.089	71.1765	152.087	133.101	200.718	58.049	195.555	34.9177	334.156
16567|ZNF425	0.857151	0.394611	5.73005	1.86166	0.467982	0.429642	1.21887	0.42702	0.710598	0.342194	0.36147	0.913432	0.432511	38.5231	2.17022	0.7073	0.804494	1.20021	0.557875	0.497636	0.141988	0.80542
17162|FAM21C	3.54154	3.04084	0	7.4491	5.66434	7.52113	4.64418	3.76322	7.75541	6.85454	7.15208	7.68924	7.20025	0	11.8669	10.727	11.7798	8.42984	6.97313	12.227	10.4686	10.9461
10156|CAPN15	1.40067	1.39893	0	0.6448	1.84698	1.106	0.791591	0.348425	0.81499	0.963681	1.37299	0.893881	1.26083	0	1.64319	2.59707	2.34801	2.00347	0.500468	1.08543	1.4367	2.40493
13406|PCDHB4	20.5872	5.51501	1.7208	37.073	3.10563	7.58011	13.6559	1.26732	7.16214	0.353811	0	13.1597	3.99521	61.4685	35.9601	3.32825	6.87454	13.6858	1.28797	6.94078	0.291718	0.202358
6384|PPP1R15A	141.769	206.27	178.112	96.359	198.764	209.982	233.856	331.756	261.475	790.292	229.73	223.019	317.046	78.042	117.243	270.275	284.293	305.055	424.631	321.056	874.87	289.571
11255|AGPAT2	46.729	51.456	0	4.96101	25.5981	26.2954	30.4333	42.5582	135.636	21.7606	37.2846	55.0834	63.6442	23.5403	6.57344	26.227	31.9871	35.6349	52.7098	141.647	24.5253	44.5075
7325|SPTBN2	46.2414	16.8622	26.7793	251.796	60.0634	67.1134	158.024	43.8888	71.6725	0.390551	36.0994	40.3668	12.6543	106.498	217.59	57.4671	58.9984	154.771	39.24	77.7421	0.5669	34.5967
12217|RRP7A	53.1561	54.1315	0	25.2333	28.9798	36.7055	25.3041	7.08935	16.1571	26.0931	46.8346	37.7071	39.7109	0	16.5127	22.076	26.8613	20.5727	5.87945	12.6574	20.0951	33.728
13115|PSPC1	5.07138	3.84693	0	8.79981	5.80293	10.2857	5.40316	0.852955	6.09645	4.87075	19.7966	4.32406	3.0894	0	4.44758	4.58372	7.81277	3.62542	0.61916	3.58711	3.17141	15.1717
18180|SERTM1	30.7275	11.7952	9.97015	62.0823	0.351762	0.104538	29.4183	1.40369	52.0588	0.292914	0	22.4901	6.88669	90.1195	45.4299	0.598616	0.425213	24.555	0.517678	40.8769	0.188967	0
20243|UBE2D2	147.398	144.397	0	171.177	148.482	155.68	190.968	63.6014	180.631	179.58	186.606	97.5146	101.552	0	111.225	110.067	115.338	140.212	47.4214	122.741	112.728	144.498
8954|SLC46A3	9.05756	17.9916	68.8464	21.0425	2.9275	9.15326	22.8862	28.5759	18.4519	12.0117	6.23345	5.6794	9.38803	105.645	11.7605	2.78981	7.49919	18.9313	19.8858	15.4094	6.29141	7.10089
2831|ATP5G3	219.026	152.724	0	209.276	306.956	252.212	124.825	76.1217	146.425	90.4174	298.792	132.849	101.124	0	110.202	190.821	161.633	81.6625	51.3437	94.2128	60.1505	191.51
3254|CDK13	12.806	16.1867	0	64.7861	52.0744	36.0575	51.3126	28.6206	45.764	50.4112	58.7505	14.6428	16.8356	0	55.5316	55.0337	35.6671	44.2209	28.8118	43.0261	42.4772	51.8778
6497|PRSS37	0	0	0	0	0	0	5.73745	0.0435847	9.09242	0.0487132	0	0.0331893	0	0	0	0	0	5.34024	0	9.42985	0	0
10110|AGBL4	2.75028	1.06961	0	28.6304	1.25104	0.59811	15.0517	1.84109	1.96997	0.495848	0.153396	4.15398	0.384374	0	32.7847	0.34396	0.687558	15.4593	1.13358	3.33536	0.163374	0.266724
7694|TOPBP1	7.93482	10.3476	47.2094	9.62491	24.506	22.8548	6.46919	4.78611	14.4984	7.42323	33.823	6.93434	8.45032	0	6.86646	20.7844	21.6777	4.85899	3.40596	13.5871	6.88709	30.2542
1890|KCNMA1	42.4337	15.4723	0	157.511	46.1764	60.7161	144.122	24.7253	148.123	1.32931	5.25144	50.0412	18.9868	0	212.548	70.0767	77.197	180.8	29.8875	186.947	1.95572	6.71649
1772|STX11	2.8035	8.19525	59.0093	1.10137	2.54348	2.29297	17.7689	11.9686	20.5904	184.423	9.59264	6.0079	18.0361	84.029	2.44787	4.66301	3.07592	25.0642	13.9037	30.4417	269.901	14.6235
11143|DNAJC5	136	181.366	63.2332	152.738	151.133	286.883	212.089	30.3781	204.22	66.0218	40.3833	36.3817	122.597	159.4	203.261	51.6	104.631	51.402	46.1722	80.1406	148.314	30.1902
9073|ZNF346	11.3301	9.57941	0	32.6066	21.2175	24.291	24.7227	5.29015	16.4784	17.2263	29.2978	17.5721	15.0122	0	40.1519	33.693	37.9338	38.4145	5.6333	25.8689	25.9362	43.3696
2777|ART3	4.46524	0.662745	20.0879	8.52986	0.954385	3.21253	15.0723	0.170553	22.6653	0.138174	0.367519	4.67572	0.440574	0	6.83028	1.27596	3.83166	16.9029	0.125801	24.9841	0.22657	0.436066
6767|RNASEH1	0.964694	0.837222	13.2809	1.99626	2.92977	3.23748	2.12132	0.384312	1.40399	0.863339	4.50151	0.907769	0.573459	4.43507	1.28217	2.35376	2.67418	1.70134	0.379287	1.17976	0.813395	3.09903
20716|OR5H15	0.0181643	0.0136902	8.46123	0	0.140408	0.0164398	0.0686772	0.0558579	0.0606724	0.104144	0.0204872	0	0.0144202	27.1976	0.108049	0.208268	0.0327411	0	0.0826636	0.0336535	0.0910722	0
19543|KRTAP5-4	0	0.0495235	0	0	0.817558	0	0.191026	0	0.0556646	0.648653	0	0.152267	0	134.25	0.126307	0.56754	0	0.20016	0.0990746	0.123105	0.291718	0.0517188
11794|H2AFZ	91.3841	116.968	68.8451	123.499	357.581	379.92	74.0563	31.0309	85.0626	93.5553	617.571	81.6924	102.659	117.322	73.8683	281.205	297.415	54.6539	20.082	67.87	68.1397	519.065
7085|SLC1A6	12.1647	0.361523	0	85.8815	0.15809	10.0201	13.304	0.398752	5.83228	0	0	11.3319	0.0775181	0	65.4962	0.172171	9.54283	10.5347	0.085112	5.22444	0	0
17661|SMCO2	1.02094	0.107508	74.4846	1.95819	1.51939	1.69987	0.542802	0.835251	1.85409	2.04544	0.250284	0.484283	0.74837	94.3173	1.07941	0.954369	1.61248	0.570293	0.436259	0.860324	1.01523	0.0553628
20180|CSN3	0	0.975152	156.221	0.245854	1.54924	0	0	0.217248	0.248909	0.68133	0.227811	0	0.981805	65.9023	0	0.413461	0	0.234761	0	0	0	0.189242
3709|DCX	54.3028	0.148827	37.888	15.0118	0.99184	0.0862192	6.95387	0.264603	1.12953	0	0	68.6742	0.318257	8.33727	13.9474	0.407805	0.347338	5.9261	0.689948	0.746594	0	0
8196|MYBL2	30.5586	120.358	29.1165	0.219877	213.613	329.821	24.5384	1.19325	17.894	33.3185	344.387	53.9596	204.038	86.0632	0.57253	369.661	566.791	37.4676	1.82008	25.8635	55.6931	530.801
7814|UBA7	50.4146	108.818	38.7815	9.439	14.3301	10.2888	35.044	23.9553	34.737	35.6322	16.661	64.0509	140.342	75.1512	10.1089	20.4811	16.6809	50.3072	24.2697	43.7776	48.3465	20.7488
20503|HIST1H3G	0.425875	2.89543	0	0.702677	429.452	383.691	39.0716	3.77235	64.466	4.47322	220.783	0.27547	2.15599	24.4755	0	184.748	174.257	13.9591	3.13032	39.2203	6.83027	242.195
13571|PRRG2	4.36276	1.09843	35.415	0.90357	2.5922	11.437	7.50452	4.34854	4.88402	0.453738	0.276207	8.2879	2.41958	0	0.535762	2.74784	16.4449	11.6678	6.35068	5.91387	0.524301	0.310033
9223|RUNX2	1.81432	2.65732	95.3028	1.74135	7.58127	10.6277	2.58724	0.702272	3.23118	8.19787	17.755	2.5238	4.7169	88.7491	3.0504	12.4483	18.9331	3.19316	1.20828	4.92464	10.8218	22.6932
9400|FABP2	8.28184	0.0338914	0	0	0.0126909	0.0134574	0	0.0219748	5.13247	0	0	7.12544	0	0	0	0	0	0	0.0336817	3.49678	0	0
1278|PRKD2	1.19844	1.82482	0	0.260649	0.620996	1.15685	0.587066	0.257507	0.731011	0.845529	0.530385	1.52056	2.00025	0	0.0972759	0.917358	0.773888	1.07798	0.262348	0.42992	0.629792	1.09986
3699|DCAF4L2	0	0	263.039	0.632204	0.457586	0.535451	43.9356	0	38.1865	0.107577	18.7961	0	0	1.73032	0	1.02754	0.373372	33.4995	0.218143	39.6902	0.441297	15.6948
6556|PTN	295.429	110.915	0	493.549	22.1326	56.843	207.456	36.5257	212.439	0.330991	1.07685	494.761	186.353	0	614.562	29.9578	83.3594	268.865	47.3223	279.778	0	1.37242
13648|KIDINS220	89.0003	46.3288	108.957	142.585	42.0388	45.8756	29.9937	31.4209	65.4802	23.7447	48.3988	101.681	56.6297	10.3278	132.185	49.0793	47.6904	31.8684	30.9563	66.1853	19.9066	44.2544
6947|SEMA4F	2.31189	1.45716	13.8565	11.111	4.69856	4.28159	7.1779	0.876486	4.33238	2.39189	1.36809	3.77236	1.98677	32.5653	15.3874	7.80332	6.41789	9.10707	0.95426	6.36447	3.85693	1.6592
7815|UBAC1	11.6782	12.0593	0	9.1735	11.8513	8.14485	9.213	4.38709	11.1779	4.71083	19.4127	30.3264	33.7945	0	18.5208	24.5295	18.2976	27.9385	9.7474	22.9542	10.7211	44.9034
13206|ANKRD10	32.1507	25.6014	0	56.7911	92.8904	73.0481	100.834	48.4494	74.4308	65.6381	78.6572	36.3887	36.6504	0	55.8427	108.156	87.0715	109.74	62.1502	83.6324	73.7457	98.7162
14152|C1orf116	6.45044	0.456111	36.1519	0.148946	0.279898	8.10372	12.2359	1.76681	8.12565	0.245089	0.409427	9.10467	0.853773	60.8844	0.14176	0.41542	11.8429	18.9001	2.88786	14.1883	0.288275	0.491965
15497|PLCD3	6.46835	0.920521	0	12.9512	8.94208	11.5374	7.59338	1.1729	10.7187	0.27593	1.55226	17.2853	4.3846	0	24.4643	17.4783	23.3946	15.3403	1.31368	17.4448	0.253858	3.41346
4265|FMNL3	37.0864	41.876	23.1329	34.3669	28.5746	18.0595	78.8078	15.4518	51.1544	239.902	27.2902	62.1299	66.2515	1.08332	44.2501	43.9262	25.2525	116.472	19.6043	67.578	328.805	42.1678
20004|TNFRSF18	2.85784	12.8221	76.712	0.799654	6.09163	1.39545	0.284999	0.563028	0.88168	32.6953	0.0835949	1.7495	9.46132	95.3038	0.539347	6.15772	2.23792	0.103034	0.207068	0.409243	28.1655	0.0732855
100224|WFIKKN1	2.12654	1.36801	0	4.10141	1.29808	0.727531	2.07443	0.519042	0.440325	0.15428	0.2146	2.04088	0.661927	0	2.14447	1.67609	1.21695	1.48327	1.28627	0.877671	0.378778	0.187176
16498|MB21D2	2.37744	0.562388	21.1639	5.79074	3.55482	7.14011	6.28126	1.69937	3.21144	6.92757	1.30167	4.44862	1.31324	17.2087	8.0994	4.77886	10.9415	10.0914	2.61421	4.45589	10.4649	1.81098
6076|PCSK1N	653.292	171.313	0	1078.61	161.66	172.169	912.854	8.80215	79.1811	13.8263	6.87686	391.443	203.741	0	1635.82	84.8974	51.6128	353.297	8.7649	59.8626	15.612	12.3299
8731|MYH7	36.2226	2.38391	287.339	1.6334	0.387792	0.178541	1.90686	21.8725	399.65	0.556138	0.192311	67.1046	5.19689	161.363	1.71265	0.510386	0.119976	2.48988	20.5028	530.97	0.398328	0.0963418
17724|TMPRSS7	0.0689307	0.0955615	32.904	0.139403	0.237641	0.113325	0.297478	0.134134	0.350859	0.22594	0.0121519	0.0323924	0.0445869	23.2057	0.134291	0.370497	0.0501935	0.456007	0.136755	0.390184	0.114368	0.0105156
12645|CDK5RAP1	0.513496	0.508203	0	1.31165	1.98927	1.62267	0.90551	0.540714	0.8437	0.888598	2.34188	0.541512	0.740851	0	0.861375	1.51917	1.22196	0.925235	0.392164	0.754998	0.449807	1.66375
18479|CCNI2	7.14496	1.77682	0.021558	69.3533	1.33283	0.750192	13.6103	0.889787	3.27323	1.90852	7.22773	19.7636	3.27738	0	134.209	1.6646	0.951211	24.4608	1.72421	6.08777	2.37703	12.0849
16484|FAM84A	28.7491	4.01566	0	63.1676	2.15524	12.8323	51.7743	4.63678	37.0607	0.360292	0.585924	32.9737	5.15102	40.3756	68.0507	3.24955	15.4502	57.4777	5.55066	41.7284	0	1.28022
14222|SPATC1	0.0817901	0.547203	0	0	0.0721156	0.0808368	3.3191	0.173014	3.15566	11.031	0.143066	0	1.5445	0	0.0794248	0.239441	0.24339	9.42311	1.28627	5.98412	16.742	0.0623919
14948|LYZL1	0	0	0	0	6.25013e-09	0	5.24631	0.0224867	2.26633	0	0	0.068424	0	0.627747	0	0.084768	0	7.49159	0.137096	5.95679	0.0500888	0
13680|USP35	4.91323	3.76251	0	14.5922	7.92123	7.73834	12.0209	2.88151	6.74561	3.04915	4.22842	7.88836	5.80862	0	17.9833	10.3566	12.8201	15.2224	4.25072	9.03725	4.51075	6.53079
15464|PPP1R14A	261.516	58.7993	0	174.732	13.6562	3.95813	149.986	27.6238	84.4375	3.81622	26.2093	407.828	104.073	0	186.691	14.898	5.22306	169.057	31.0309	90.2487	3.86209	32.7943
15832|B4GALNT2	1.58679	0.107028	150.63	0.189363	0.799741	2.47364	1.76645	0.477983	17.0289	0.796649	0.0394188	2.43539	0.111935	31.9772	0.350724	1.34759	2.39885	2.21389	0.20821	21.131	0.602296	0.0707265
10838|MAP4K4	212.947	118.624	0	343.718	243.522	175.561	234.72	99.0907	189.631	153.642	281.502	282.545	168.857	0	419.135	395.481	289.498	311.173	130.345	242.503	193.731	375.39
16247|MPP7	14.8258	11.7161	0	63.657	19.059	72.8106	49.9177	20.2704	65.8407	16.6208	7.838	15.4215	16.5162	0	56.03	22.0237	80.8238	48.4987	22.1859	73.8003	19.5402	11.0805
14176|SNX21	3.28296	1.29772	19.675	6.82224	4.70588	3.60047	5.00556	1.01677	5.62219	0.315236	0.18969	2.29785	1.26919	80.4591	5.90632	5.92631	3.06189	5.51989	0.86606	5.16713	0.131608	0.237408
9434|GATA4	39.106	8.08708	0	0	10.4449	2.16055	40.9362	17.2234	28.3781	0	0.0410667	57.6185	11.3303	0	0	16.7107	2.61834	65.089	24.2648	40.2892	0	0
10743|TMEM257	0.731469	0.201701	0	1.91133	0.0651709	0.0867974	0.123743	0.0283527	0.0318836	0.0460366	0	0.268636	0.136701	0	1.27113	0.052514	0	0.0755255	0.0434879	0.0353678	0.0929744	0.028733
11684|VPS13A	3.68506	4.70224	0	12.0458	11.1721	7.28328	4.44302	3.77577	13.7087	4.54482	12.7877	1.9006	3.36276	0	7.48821	8.81844	5.37083	2.15827	2.78645	8.81545	2.90954	8.57612
7055|SIRT2	643.003	221.75	0	961.782	177.056	254.045	577.106	148.598	428.124	104.698	297.976	668.398	215.212	0	1166.31	181.923	269.051	559.436	148.263	482.915	130.436	324.739
9375|ELF5	2.53979	0.205734	0	0	0.130485	7.6541	1.14291	0.424219	0.344215	0	0	3.70245	0.274693	0	0	0.354823	7.57167	1.05773	0.314745	0.312405	0.0314347	0.0286856
9772|MYO5A	41.9476	27.5487	161.104	399.342	97.5001	49.0177	43.4543	7.09464	33.497	46.8831	18.1842	28.4917	21.7801	199.716	279.578	87.296	41.7552	31.7709	5.60296	27.2098	31.0345	14.2463
512|ZNF750	0.322526	0.163634	0	0.0308256	1.43987	3.51449	0.723608	1.57407	8.12814	0.0501282	0	0.923724	0.728499	7.71896	0.0584307	4.26666	7.22435	1.75402	3.06181	17.3335	0.200355	0.0228418
4511|GPC5	19.5648	8.91324	200.723	56.3699	31.3471	1.76379	69.05	8.09301	29.0194	3.72442	1.05872	18.6663	12.1195	266.101	58.8267	37.7412	1.45051	70.6985	6.70986	26.9129	2.93849	1.53146
3038|C1QTNF2	23.1277	10.4718	45.4973	7.36338	5.59484	4.56275	11.4997	1.9178	17.6595	0.675561	0.311865	20.9085	7.33864	15.4735	7.03399	5.95572	3.36607	14.0484	2.64756	14.8434	0.972173	0.179762
16351|TMEM99	0.982862	0.493368	64.8594	1.17102	1.41431	0.82494	3.33284	0.384208	3.31837	0.226159	0.457635	0.468486	0.277001	12.7511	0.658708	1.17447	0.774648	1.70094	0.304466	3.20824	0.208449	0.439451
13842|RPL15	110.409	100.964	0	55.03	141.891	100.439	62.4285	41.6663	72.2326	80.7099	180.797	90.8232	81.4794	0	44.2174	123.532	80.6441	53.5209	37.5233	63.4364	73.6124	145.969
9193|BDH1	16.7283	11.9132	54.6691	22.6822	13.0494	20.6186	9.1347	42.5917	10.4133	4.24884	18.4678	32.3509	25.8075	42.9817	41.1044	23.2422	41.147	17.7481	79.7108	17.2846	8.60967	29.071
9359|EEF1D	419.985	433.989	42.5427	150.221	462.791	531.084	303.082	221.517	325.402	466.368	638.45	678.791	655.079	0	174.27	609.726	710.6	391.102	281.488	410.187	604.105	803.811
7624|TMEM165	85.7743	62.3223	85.4332	110.024	85.7741	114.324	107.5	38.7466	88.8761	163.217	92.881	41.5398	34.2862	32.5046	57.5553	50.7342	67.0369	56.6243	28.6229	47.2787	90.1823	61.8132
10848|CLEC9A	2.09359	5.11596	0	3.89699	0.196792	0	1.17019	0.133768	0.80075	0.0388433	12.55	1.87027	4.54656	0	1.89365	0.128525	0	0.858003	0.169847	0.673847	0.117615	12.9692
8611|IKZF1	1.47543	13.6015	255.608	1.29588	28.6049	0.641728	6.59788	4.60766	10.0833	266.851	59.4357	1.43197	10.7184	431.916	1.8618	22.1703	1.1213	5.85053	2.1087	9.6396	200.814	48.3265
5938|OR4D11	0.142376	0.0372677	120.663	0.0492482	0.540969	0.0900228	0.183776	0.1072	0.161698	0.12422	0.0410667	0	0.0390701	139.862	0.0915513	0.769872	0.0902876	0.0963568	0.0726492	0.044716	0.292802	0.0365802
14789|USP14	66.3844	72.9021	0	159.497	181.7	219.354	102.391	50.5767	108.751	126.91	274.125	62.5855	68.9039	0	128.712	186.991	213.175	98.4727	50.7543	98.154	118.824	282.594
8100|ZNF391	0.362841	0.120789	0	0.887842	0.540089	0.378781	0.328725	0.0698765	0.598645	0.0774748	0.965204	0.494999	0.250676	34.3957	1.08263	0.73205	0.702778	0.571063	0.0473362	1.27166	0.0775917	1.31464
12654|MRPL47	2.09945	1.12426	0	3.02415	4.51728	6.52749	1.37606	0.797289	3.43414	2.55774	6.92963	2.23998	1.99286	0	2.56406	3.69066	6.01139	1.12669	0.757161	2.81556	2.23853	5.90698
5859|NUDT14	110.924	70.2727	67.8101	67.7051	36.3482	74.4299	69.6604	22.7681	28.6078	5.34856	22.0654	105.62	71.9634	18.1245	64.7237	42.2042	69.0631	59.5442	18.1706	27.7823	6.17323	25.682
2193|CA9	61.5733	0.361199	60.8137	13.4699	100.817	6.97481	11.4231	0.667404	14.1125	1.16776	0.211627	49.2022	0.389467	370.607	12.9911	89.3173	7.35106	7.81029	0.97101	13.8634	2.02969	0.18801
